id;value
Formiga;311980
Formiga;311995
Formiga;312610
Formiga;313030
Formiga;314130
Formiga;314650
Formiga;315050
Formiga;316820
Francisco Sá;310850
Francisco Sá;311270
Francisco Sá;312030
Francisco Sá;312670
Francisco Sá;312780
Francisco Sá;313657
Frutal Iturama;311455
Frutal Iturama;311690
Frutal Iturama;312700
Frutal Iturama;312710
Frutal Iturama;313340
Frutal Iturama;313440
Frutal Iturama;313862
Frutal Iturama;315070
Frutal Iturama;315160
Frutal Iturama;316130
Frutal Iturama;317043
Governador Valadares;310180
Governador Valadares;311265
Governador Valadares;311920
Governador Valadares;312220
Governador Valadares;312370
Governador Valadares;312580
Governador Valadares;312690
Governador Valadares;312730
Governador Valadares;312750
Governador Valadares;312770
Governador Valadares;313320
Governador Valadares;313507
Governador Valadares;314010
Governador Valadares;314420
Governador Valadares;315750
Governador Valadares;316160
Governador Valadares;316165
Governador Valadares;316300
Governador Valadares;316550
Governador Valadares;316770
Governador Valadares;316840
Governador Valadares;316950
Governador Valadares;317150
Governador Valadares;317190
Guanhães;311380
Guanhães;312260
Guanhães;312310
Guanhães;312800
Guanhães;314060
Guanhães;315600
Guanhães;315680
Guanhães;316610
Guanhães;316650
Guanhães;317180
Guaxupé;310410
Guaxupé;310950
Guaxupé;312830
Guaxupé;312870
Guaxupé;313690
Guaxupé;314300
Guaxupé;314410
Guaxupé;314510
Guaxupé;316390
Ipatinga;310050
Ipatinga;310630
Ipatinga;310880
Ipatinga;310925
Ipatinga;312250
Ipatinga;312930
Ipatinga;313115
Ipatinga;313130
Ipatinga;313610
Ipatinga;314170
Ipatinga;314435
Ipatinga;314995
Ipatinga;315895
Ipatinga;316260
Itabira;310540
Itabira;310770
Itabira;311535
Itabira;312590
Itabira;313170
Itabira;313280
Itabira;314370
Itabira;314750
Itabira;315720
Itabira;315800
Itabira;316050
Itabira;316190
Itabira;316480
Itajubá;310890
Itajubá;311720
Itajubá;311850
Itajubá;312110
Itajubá;312740
Itajubá;313240
Itajubá;313990
Itajubá;314040
Itajubá;314730
Itajubá;314910
Itajubá;315090
Itajubá;315100
Itajubá;316320
Itajubá;316540
Itajubá;317220
Itaobim;311700
Itaobim;313330
Itaobim;313400
Itaobim;314140
Itaobim;315217
Itaúna;313220
Itaúna;313370
Itaúna;313380
Itaúna;315060
Ituiutaba;310980
Ituiutaba;311110
Ituiutaba;311180
Ituiutaba;311260
Ituiutaba;311580
Ituiutaba;312910
Ituiutaba;313140
Ituiutaba;313420
Ituiutaba;315980
Janaúba Monte Azul;311547
Janaúba Monte Azul;312430
Janaúba Monte Azul;312733
Janaúba Monte Azul;313505
Janaúba Monte Azul;313510
Janaúba Monte Azul;313925
Janaúba Monte Azul;314085
Janaúba Monte Azul;314100
Janaúba Monte Azul;314290
Janaúba Monte Azul;314505
Janaúba Monte Azul;314655
Janaúba Monte Azul;315220
Janaúba Monte Azul;315450
Janaúba Monte Azul;316695
Janaúba Monte Azul;317103
Januária;310825
Januária;311783
Januária;313210
Januária;313520
Januária;314915
João Monlevade;310600
João Monlevade;313620
João Monlevade;314470
João Monlevade;315570
João Monlevade;316100
João Pinheiro;310855
João Pinheiro;313630
João Pinheiro;313753
J.Fora/L.Duarte/B.Jardim;310280
J.Fora/L.Duarte/B.Jardim;310360
J.Fora/L.Duarte/B.Jardim;310610
J.Fora/L.Duarte/B.Jardim;310680
J.Fora/L.Duarte/B.Jardim;310720
J.Fora/L.Duarte/B.Jardim;310750
J.Fora/L.Duarte/B.Jardim;311590
J.Fora/L.Duarte/B.Jardim;311620
J.Fora/L.Duarte/B.Jardim;311960
J.Fora/L.Duarte/B.Jardim;312500
J.Fora/L.Duarte/B.Jardim;312738
J.Fora/L.Duarte/B.Jardim;313670
J.Fora/L.Duarte/B.Jardim;313850
J.Fora/L.Duarte/B.Jardim;313860
J.Fora/L.Duarte/B.Jardim;314080
J.Fora/L.Duarte/B.Jardim;314540
J.Fora/L.Duarte/B.Jardim;314780
J.Fora/L.Duarte/B.Jardim;314940
J.Fora/L.Duarte/B.Jardim;315010
J.Fora/L.Duarte/B.Jardim;315540
J.Fora/L.Duarte/B.Jardim;315590
J.Fora/L.Duarte/B.Jardim;315727
J.Fora/L.Duarte/B.Jardim;315860
J.Fora/L.Duarte/B.Jardim;315930
J.Fora/L.Duarte/B.Jardim;316750
Lavras;311460
Lavras;313040
Lavras;313080
Lavras;313430
Lavras;313450
Lavras;313820
Lavras;313870
Lavras;314460
Lavras;314990
Lavras;315470
Leopoldina Cataguases;310440
Leopoldina Cataguases;310460
Leopoldina Cataguases;311530
Leopoldina Cataguases;312290
Leopoldina Cataguases;313260
Leopoldina Cataguases;313800
Leopoldina Cataguases;313840
Leopoldina Cataguases;314670
Leopoldina Cataguases;315410
Leopoldina Cataguases;315840
Manga;313695
Manga;313930
Manga;314225
Manga;314270
Manga;316245
Manhuaçu;310030
Manhuaçu;310205
Manhuaçu;311290
Manhuaçu;311600
Manhuaçu;311740
Manhuaçu;312352
Manhuaçu;313120
Manhuaçu;313770
Manhuaçu;313867
Manhuaçu;313940
Manhuaçu;313950
Manhuaçu;314053
Manhuaçu;314090
Manhuaçu;314400
Manhuaçu;315190
Manhuaçu;315350
Manhuaçu;315415
Manhuaçu;315790
Manhuaçu;315890
Manhuaçu;316255
Manhuaçu;316360
Manhuaçu;316760
Manhuaçu;316805
Mantena;311570
Mantena;312083
Mantena;312210
Mantena;313180
Mantena;313960
Mantena;314150
Mantena;314467
Mantena;316105
Mantena;316257
M.Novas/Turmalin/Capelin;310445
M.Novas/Turmalin/Capelin;311230
M.Novas/Turmalin/Capelin;311610
M.Novas/Turmalin/Capelin;313652
M.Novas/Turmalin/Capelin;313835
M.Novas/Turmalin/Capelin;314180
M.Novas/Turmalin/Capelin;316970
M.Novas/Turmalin/Capelin;317107
Montes Claros Bocaiúva;310730
Montes Claros Bocaiúva;311650
Montes Claros Bocaiúva;312380
Montes Claros Bocaiúva;312660
Montes Claros Bocaiúva;312735
Montes Claros Bocaiúva;312825
Montes Claros Bocaiúva;313200
Montes Claros Bocaiúva;313640
Montes Claros Bocaiúva;313680
Montes Claros Bocaiúva;314330
Montes Claros Bocaiúva;314545
Muriaé;310310
Muriaé;310550
Muriaé;312490
Muriaé;314210
Muriaé;314220
Muriaé;314390
Muriaé;314820
Muriaé;315645
Muriaé;316140
Muriaé;316443
Muriaé;317140
Nanuque;311370
Nanuque;314430
Nanuque;316670
Ouro Preto;313190
Ouro Preto;314000
Ouro Preto;314610
Padre Paraíso;311300
Padre Paraíso;311545
Padre Paraíso;313230
Padre Paraíso;314630
Pará de Minas;311760
Pará de Minas;313020
Pará de Minas;313830
Pará de Minas;314520
Pará de Minas;314580
Pará de Minas;314710
Pará de Minas;315140
Pará de Minas;316310
Passos Piumhi;310190
Passos Piumhi;310760
Passos Piumhi;311240
Passos Piumhi;311280
Passos Piumhi;311510
Passos Piumhi;311640
Passos Piumhi;312120
Passos Piumhi;312340
Passos Piumhi;312630
Passos Piumhi;312810
Passos Piumhi;312970
Passos Piumhi;313375
Passos Piumhi;314790
Passos Piumhi;315150
Passos Piumhi;316220
Passos Piumhi;316294
Passos Piumhi;316430
Passos Piumhi;317060
Patos de Minas;310380
Patos de Minas;311430
Patos de Minas;312070
Patos de Minas;312860
Patos de Minas;312890
Patos de Minas;313710
Patos de Minas;313750
Patos de Minas;314120
Patos de Minas;314800
Patos de Minas;315340
Patos de Minas;315550
Patos de Minas;315970
Patos de Minas;316170
Patos de Minas;316210
Patos de Minas;316680
Patos de Minas;316890
Patos de Minas;317075
Patos de Minas;317100
Patrocínio Monte Carmelo;310010
Patrocínio Monte Carmelo;311930
Patrocínio Monte Carmelo;312350
Patrocínio Monte Carmelo;312480
Patrocínio Monte Carmelo;312790
Patrocínio Monte Carmelo;313160
Patrocínio Monte Carmelo;314310
Patrocínio Monte Carmelo;314810
Patrocínio Monte Carmelo;315640
Pedra Azul;310100
Pedra Azul;310270
Pedra Azul;312235
Pedra Azul;314870
Pirapora;310940
Pirapora;312960
Pirapora;313810
Pirapora;315120
Pirapora;315213
Pirapora;315760
Pirapora;317080
Poços de Caldas;310260
Poços de Caldas;311030
Poços de Caldas;312990
Poços de Caldas;315180
Poços de Caldas;315920
Ponte Nova;310040
Ponte Nova;310230
Ponte Nova;310250
Ponte Nova;310570
Ponte Nova;312170
Ponte Nova;312270
Ponte Nova;312820
Ponte Nova;313550
Ponte Nova;314585
Ponte Nova;315020
Ponte Nova;315210
Ponte Nova;315400
Ponte Nova;315490
Ponte Nova;315500
Ponte Nova;315740
Ponte Nova;316010
Ponte Nova;316340
Ponte Nova;316400
Ponte Nova;316556
Ponte Nova;316630
Ponte Nova;317050
Pouso Alegre;310140
Pouso Alegre;310790
Pouso Alegre;310830
Pouso Alegre;310910
Pouso Alegre;310970
Pouso Alegre;311050
Pouso Alegre;311060
Pouso Alegre;311360
Pouso Alegre;311780
Pouso Alegre;311790
Pouso Alegre;311990
Pouso Alegre;312440
Pouso Alegre;312450
Pouso Alegre;312510
Pouso Alegre;312920
Pouso Alegre;313060
Pouso Alegre;313150
Pouso Alegre;313360
Pouso Alegre;313490
Pouso Alegre;314340
Pouso Alegre;314380
Pouso Alegre;314440
Pouso Alegre;314600
Pouso Alegre;315250
Pouso Alegre;315960
Pouso Alegre;316230
Pouso Alegre;316440
Pouso Alegre;316557
Pouso Alegre;316580
Pouso Alegre;316740
Pouso Alegre;316905
Pouso Alegre;316910
Pouso Alegre;316980
Resplendor;310110
Resplendor;310220
Resplendor;311840
Resplendor;312737
Resplendor;313410
Resplendor;315430
Resplendor;315950
Salinas Taiobeiras;310665
Salinas Taiobeiras;312087
Salinas Taiobeiras;312707
Salinas Taiobeiras;313065
Salinas Taiobeiras;314345
Salinas Taiobeiras;314465
Salinas Taiobeiras;314537
Salinas Taiobeiras;314625
Salinas Taiobeiras;315560
Salinas Taiobeiras;315650
Salinas Taiobeiras;315700
Salinas Taiobeiras;315737
Salinas Taiobeiras;316045
Salinas Taiobeiras;316270
Salinas Taiobeiras;316800
Salinas Taiobeiras;317065
S.Maria Suaçuí/S.João Ev;310060
S.Maria Suaçuí/S.João Ev;311205
S.Maria Suaçuí/S.João Ev;312695
S.Maria Suaçuí/S.João Ev;313655
S.Maria Suaçuí/S.João Ev;314840
S.Maria Suaçuí/S.João Ev;314860
S.Maria Suaçuí/S.João Ev;315820
S.Maria Suaçuí/S.João Ev;316280
S.Maria Suaçuí/S.João Ev;316350
S.Maria Suaçuí/S.João Ev;316410
S.Maria Suaçuí/S.João Ev;316450
S.Antôn.Amparo/Cpo.Belo;310080
S.Antôn.Amparo/Cpo.Belo;310800
S.Antôn.Amparo/Cpo.Belo;311040
S.Antôn.Amparo/Cpo.Belo;311120
S.Antôn.Amparo/Cpo.Belo;311190
S.Antôn.Amparo/Cpo.Belo;311200
S.Antôn.Amparo/Cpo.Belo;311400
S.Antôn.Amparo/Cpo.Belo;311450
S.Antôn.Amparo/Cpo.Belo;312020
S.Antôn.Amparo/Cpo.Belo;314560
S.Antôn.Amparo/Cpo.Belo;314770
S.Antôn.Amparo/Cpo.Belo;315880
S.Antôn.Amparo/Cpo.Belo;315990
S.Antôn.Amparo/Cpo.Belo;316120
Santos Dumont;310330
Santos Dumont;314570
Santos Dumont;316070
São João del Rei;310590
São João del Rei;311520
São João del Rei;311970
São João del Rei;312300
São João del Rei;313000
São João del Rei;313740
São João del Rei;313910
São João del Rei;314450
São João del Rei;315030
São João del Rei;315270
São João del Rei;315420
São João del Rei;315610
São João del Rei;315733
São João del Rei;316250
São João del Rei;316500
São João del Rei;316530
São João del Rei;316880
S.João Nepomuceno/Bicas;310690
S.João Nepomuceno/Bicas;312130
S.João Nepomuceno/Bicas;312850
S.João Nepomuceno/Bicas;313980
S.João Nepomuceno/Bicas;314020
S.João Nepomuceno/Bicas;314950
S.João Nepomuceno/Bicas;315620
S.João Nepomuceno/Bicas;316290
S.João Nepomuceno/Bicas;316560
São Lourenço;310120
São Lourenço;310130
São Lourenço;310490
São Lourenço;311410
São Lourenço;311480
São Lourenço;311550
São Lourenço;311770
São Lourenço;312050
São Lourenço;312080
São Lourenço;312280
São Lourenço;313300
São Lourenço;313310
São Lourenço;313590
São Lourenço;313780
São Lourenço;314190
São Lourenço;314550
São Lourenço;314760
São Lourenço;315260
São Lourenço;316370
São Lourenço;316490
São Lourenço;316640
São Lourenço;316700
São Lourenço;316780
São Lourenço;317170
São Sebastião do Paraíso;313290
São Sebastião do Paraíso;313480
São Sebastião do Paraíso;314320
São Sebastião do Paraíso;315290
São Sebastião do Paraíso;316470
São Sebastião do Paraíso;316510
Sete Lagoas;310020
Sete Lagoas;310320
Sete Lagoas;310500
Sete Lagoas;310700
Sete Lagoas;310960
Sete Lagoas;310990
Sete Lagoas;311250
Sete Lagoas;311560
Sete Lagoas;311890
Sete Lagoas;312640
Sete Lagoas;312720
Sete Lagoas;313100
Sete Lagoas;313570
Sete Lagoas;313970
Sete Lagoas;314350
Sete Lagoas;314640
Sete Lagoas;314690
Sete Lagoas;314740
Sete Lagoas;314960
Sete Lagoas;315200
Sete Lagoas;315360
Sete Lagoas;315370
Sete Lagoas;315850
Sete Lagoas;316720
T.Otoni/Malacac/Itambac.;310285
T.Otoni/Malacac/Itambac.;310470
T.Otoni/Malacac/Itambac.;311080
T.Otoni/Malacac/Itambac.;312675
T.Otoni/Malacac/Itambac.;312680
T.Otoni/Malacac/Itambac.;313270
T.Otoni/Malacac/Itambac.;313700
T.Otoni/Malacac/Itambac.;313920
T.Otoni/Malacac/Itambac.;314490
T.Otoni/Malacac/Itambac.;314530
T.Otoni/Malacac/Itambac.;314620
T.Otoni/Malacac/Itambac.;315000
T.Otoni/Malacac/Itambac.;315240
T.Otoni/Malacac/Itambac.;316330
T.Otoni/Malacac/Itambac.;316555
T.Otoni/Malacac/Itambac.;316860
Três Corações;311070
Três Corações;311090
Três Corações;311390
Três Corações;316080
Três Corações;316520
Três Corações;316930
Três Pontas;310710
Três Pontas;311870
Três Pontas;313050
Três Pontas;315830
Três Pontas;316940
Ubá;310870
Ubá;311670
Ubá;312190
Ubá;312330
Ubá;312400
Ubá;312840
Ubá;312880
Ubá;312900
Ubá;314160
Ubá;315130
Ubá;315310
Ubá;315580
Ubá;315630
Ubá;316150
Ubá;316570
Ubá;316730
Ubá;316790
Ubá;316900
Ubá;316990
Ubá;317200
Uberaba;310070
Uberaba;311140
Uberaba;311730
Uberaba;311820
Uberaba;312125
Uberaba;315690
Uberaba;317010
Uberaba;317110
Uberlândia Araguari;310350
Uberlândia Araguari;310375
Uberlândia Araguari;311500
Uberlândia Araguari;313070
Uberlândia Araguari;314280
Uberlândia Araguari;314500
Uberlândia Araguari;315280
Uberlândia Araguari;316960
Uberlândia Araguari;317020
Unaí;310450
Unaí;310820
Unaí;310930
Unaí;310945
Unaí;311615
Unaí;312247
Unaí;312620
Unaí;314437
Unaí;314700
Unaí;315445
Unaí;317040
Unaí;317047
Varginha;311900
Varginha;312360
Varginha;314260
Varginha;316200
Varginha;317070
Vespasiano;311750
Vespasiano;311787
Vespasiano;313760
Vespasiano;314110
Vespasiano;314930
Vespasiano;315900
Vespasiano;316295
Vespasiano;317120
Viçosa;310370
Viçosa;311020
Viçosa;311170
Viçosa;314830
Viçosa;314880
Viçosa;315230
Viçosa;316380
Viçosa;316850
Viçosa;317130
Ignorado - MG;310000
Ignorado - MG;319999
Central;320013
Central;320035
Central;320060
Central;320080
Central;320150
Central;320225
Central;320250
Central;320313
Central;320320
Central;320330
Central;320335
Central;320400
Central;320435
Central;320465
Central;320470
Central;320495
Central;320501
Central;320517
Metropolitana;320010
Metropolitana;320115
Metropolitana;320130
Metropolitana;320170
Metropolitana;320190
Metropolitana;320220
Metropolitana;320240
Metropolitana;320245
Metropolitana;320270
Metropolitana;320290
Metropolitana;320316
Metropolitana;320334
Metropolitana;320450
Metropolitana;320455
Metropolitana;320460
Metropolitana;320500
Metropolitana;320506
Metropolitana;320510
Metropolitana;320520
Metropolitana;320530
Norte;320016
Norte;320090
Norte;320100
Norte;320160
Norte;320210
Norte;320305
Norte;320350
Norte;320360
Norte;320390
Norte;320405
Norte;320410
Norte;320425
Norte;320490
Norte;320515
Sul;320020
Sul;320030
Sul;320040
Sul;320050
Sul;320070
Sul;320110
Sul;320120
Sul;320140
Sul;320180
Sul;320200
Sul;320230
Sul;320255
Sul;320260
Sul;320265
Sul;320280
Sul;320300
Sul;320310
Sul;320332
Sul;320340
Sul;320370
Sul;320380
Sul;320420
Sul;320430
Sul;320440
Sul;320480
Sul;320503
Ignorado - ES;320000
Ignorado - ES;329999
Baia da Ilha Grande;330010
Baia da Ilha Grande;330260
Baia da Ilha Grande;330380
Baixada de Litorânea;330020
Baixada de Litorânea;330023
Baixada de Litorânea;330025
Baixada de Litorânea;330070
Baixada de Litorânea;330130
Baixada de Litorânea;330187
Baixada de Litorânea;330452
Baixada de Litorânea;330520
Baixada de Litorânea;330550
Centro-Sul;330022
Centro-Sul;330095
Centro-Sul;330180
Centro-Sul;330280
Centro-Sul;330290
Centro-Sul;330360
Centro-Sul;330370
Centro-Sul;330385
Centro-Sul;330540
Centro-Sul;330600
Centro-Sul;330620
Médio Paraíba;330030
Médio Paraíba;330040
Médio Paraíba;330225
Médio Paraíba;330395
Médio Paraíba;330400
Médio Paraíba;330411
Médio Paraíba;330412
Médio Paraíba;330420
Médio Paraíba;330440
Médio Paraíba;330450
Médio Paraíba;330610
Médio Paraíba;330630
Médio Paraíba;336305
Metropolitana I;330045
Metropolitana I;330170
Metropolitana I;330200
Metropolitana I;330227
Metropolitana I;330250
Metropolitana I;330285
Metropolitana I;330320
Metropolitana I;330350
Metropolitana I;330414
Metropolitana I;330455
Metropolitana I;334501
Metropolitana I;334502
Metropolitana I;334503
Metropolitana I;334504
Metropolitana I;334505
Metropolitana I;334506
Metropolitana I;334507
Metropolitana I;334508
Metropolitana I;334509
Metropolitana I;334510
Metropolitana I;334511
Metropolitana I;334512
Metropolitana I;334513
Metropolitana I;334514
Metropolitana I;334515
Metropolitana I;334516
Metropolitana I;334517
Metropolitana I;334518
Metropolitana I;334519
Metropolitana I;334520
Metropolitana I;334521
Metropolitana I;334522
Metropolitana I;334523
Metropolitana I;334524
Metropolitana I;334525
Metropolitana I;334526
Metropolitana I;334527
Metropolitana I;334528
Metropolitana I;334529
Metropolitana I;334530
Metropolitana I;330510
Metropolitana I;330555
Metropolitana II;330190
Metropolitana II;330270
Metropolitana II;330330
Metropolitana II;330430
Metropolitana II;330490
Metropolitana II;330560
Metropolitana II;330575
Noroeste;330015
Noroeste;330060
Noroeste;330090
Noroeste;330115
Noroeste;330205
Noroeste;330210
Noroeste;330220
Noroeste;330230
Noroeste;330300
Noroeste;330310
Noroeste;330410
Noroeste;330470
Noroeste;330513
Noroeste;330615
Norte;330093
Norte;330100
Norte;330140
Norte;330240
Norte;330415
Norte;330475
Norte;330480
Norte;330500
Serrana;330050
Serrana;330080
Serrana;330110
Serrana;330120
Serrana;330150
Serrana;330160
Serrana;330185
Serrana;330245
Serrana;330340
Serrana;330390
Serrana;330460
Serrana;330515
Serrana;330530
Serrana;330570
Serrana;330580
Serrana;330590
Ignorado - RJ;330000
Ignorado - RJ;339999
Ignorado - RJ;330064
Adamantina;350010
Adamantina;351600
Adamantina;352080
Adamantina;352740
Adamantina;352890
Adamantina;353460
Adamantina;353490
Adamantina;354085
Adamantina;354470
Adamantina;354510
Alta Anhanguera;352130
Alta Anhanguera;353190
Alta Anhanguera;353360
Alta Anhanguera;353430
Alta Anhanguera;354490
Alta Anhanguera;354940
Alta Mogiana;350300
Alta Mogiana;350820
Alta Mogiana;351770
Alta Mogiana;352010
Alta Mogiana;352410
Alta Mogiana;352970
Alta Paulista;351440
Alta Paulista;351580
Alta Paulista;352160
Alta Paulista;352600
Alta Paulista;353160
Alta Paulista;353310
Alta Paulista;353480
Alta Paulista;353540
Alta Paulista;353640
Alta Paulista;354710
Alta Paulista;354930
Alta Paulista;355510
Alta Sorocabana;350080
Alta Sorocabana;350130
Alta Sorocabana;350240
Alta Sorocabana;350890
Alta Sorocabana;351512
Alta Sorocabana;351530
Alta Sorocabana;352060
Alta Sorocabana;352920
Alta Sorocabana;353220
Alta Sorocabana;353920
Alta Sorocabana;354120
Alta Sorocabana;354140
Alta Sorocabana;354240
Alta Sorocabana;354323
Alta Sorocabana;354550
Alta Sorocabana;354770
Alta Sorocabana;354830
Alta Sorocabana;355290
Alta Sorocabana;355390
Alto Capivari;351990
Alto Capivari;352560
Alto Capivari;353215
Alto Capivari;354170
Alto Capivari;354220
Alto do Tietê;350390
Alto do Tietê;350660
Alto do Tietê;351570
Alto do Tietê;351830
Alto do Tietê;351880
Alto do Tietê;352310
Alto do Tietê;353060
Alto do Tietê;353980
Alto do Tietê;354500
Alto do Tietê;354680
Alto do Tietê;355250
Alto Vale do Paraíba;350850
Alto Vale do Paraíba;352020
Alto Vale do Paraíba;352440
Alto Vale do Paraíba;352490
Alto Vale do Paraíba;353170
Alto Vale do Paraíba;353560
Alto Vale do Paraíba;354600
Alto Vale do Paraíba;354990
Aquífero Guarani;351310
Aquífero Guarani;351885
Aquífero Guarani;352510
Aquífero Guarani;352760
Aquífero Guarani;354340
Aquífero Guarani;354750
Aquífero Guarani;354760
Aquífero Guarani;355090
Aquífero Guarani;355140
Aquífero Guarani;355150
Araras;350330
Araras;351220
Araras;352670
Araras;353930
Araras;354620
Assis;350400
Assis;350720
Assis;351000
Assis;351330
Assis;351610
Assis;351950
Assis;352790
Assis;352880
Assis;353530
Assis;353550
Assis;353715
Assis;353970
Assis;355395
Baixa Mogiana;352260
Baixa Mogiana;353070
Baixa Mogiana;353080
Baixa Mogiana;355730
Baixada Santista;350635
Baixada Santista;351350
Baixada Santista;351870
Baixada Santista;352210
Baixada Santista;353110
Baixada Santista;353760
Baixada Santista;354100
Baixada Santista;354850
Baixada Santista;355100
Bauru;350070
Bauru;350340
Bauru;350430
Bauru;350470
Bauru;350600
Bauru;350745
Bauru;350830
Bauru;351450
Bauru;351910
Bauru;352680
Bauru;352750
Bauru;352800
Bauru;353657
Bauru;353670
Bauru;353890
Bauru;353940
Bauru;354110
Bauru;354250
Bragança;350410
Bragança;350710
Bragança;350760
Bragança;352550
Bragança;353240
Bragança;353680
Bragança;353820
Bragança;353860
Bragança;355210
Bragança;355495
Bragança;355635
Campinas;350050
Campinas;350190
Campinas;350950
Campinas;352050
Campinas;352700
Campinas;353120
Campinas;353180
Campinas;353710
Campinas;355160
Campinas;355620
Campinas;355670
Catanduva;350370
Catanduva;351110
Catanduva;351120
Catanduva;351492
Catanduva;351495
Catanduva;351560
Catanduva;352150
Catanduva;352190
Catanduva;352885
Catanduva;353325
Catanduva;353350
Catanduva;353510
Catanduva;353570
Catanduva;353810
Catanduva;353900
Catanduva;354480
Catanduva;354560
Catanduva;355260
Catanduva;355600
Central do DRS II;350280
Central do DRS II;350420
Central do DRS II;350620
Central do DRS II;350640
Central do DRS II;351820
Central do DRS II;351890
Central do DRS II;353286
Central do DRS II;353330
Central do DRS II;354440
Central do DRS II;354805
Central do DRS II;355630
Central do DRS III;350170
Central do DRS III;350320
Central do DRS III;350670
Central do DRS III;351685
Central do DRS III;353205
Central do DRS III;354370
Central do DRS III;354690
Central do DRS III;355475
Centro Oeste do DRS III;350740
Centro Oeste do DRS III;351960
Centro Oeste do DRS III;352270
Centro Oeste do DRS III;353290
Centro Oeste do DRS III;355270
Circ.Fé Vale/Histórico;350250
Circ.Fé Vale/Histórico;350315
Circ.Fé Vale/Histórico;350350
Circ.Fé Vale/Histórico;350490
Circ.Fé Vale/Histórico;350860
Circ.Fé Vale/Histórico;350995
Circ.Fé Vale/Histórico;351340
Circ.Fé Vale/Histórico;351360
Circ.Fé Vale/Histórico;351840
Circ.Fé Vale/Histórico;352660
Circ.Fé Vale/Histórico;352720
Circ.Fé Vale/Histórico;353850
Circ.Fé Vale/Histórico;354075
Circ.Fé Vale/Histórico;354190
Circ.Fé Vale/Histórico;354430
Circ.Fé Vale/Histórico;354960
Circ.Fé Vale/Histórico;355200
Consórcios do DRS II;350110
Consórcios do DRS II;350440
Consórcios do DRS II;350510
Consórcios do DRS II;350650
Consórcios do DRS II;350770
Consórcios do DRS II;350775
Consórcios do DRS II;350810
Consórcios do DRS II;351190
Consórcios do DRS II;351250
Consórcios do DRS II;351650
Consórcios do DRS II;351710
Consórcios do DRS II;352725
Consórcios do DRS II;352770
Consórcios do DRS II;353730
Consórcios do DRS II;353770
Consórcios do DRS II;354840
Consórcios do DRS II;355520
Coração do DRS III;351370
Coração do DRS III;351430
Coração do DRS III;351930
Coração do DRS III;354070
Coração do DRS III;354290
Coração do DRS III;354890
Extremo Oeste Paulista;350910
Extremo Oeste Paulista;352870
Extremo Oeste Paulista;353830
Extremo Oeste Paulista;354130
Extremo Oeste Paulista;354150
Fernandópolis;351520
Fernandópolis;351550
Fernandópolis;351800
Fernandópolis;352070
Fernandópolis;352820
Fernandópolis;352960
Fernandópolis;353000
Fernandópolis;353475
Fernandópolis;353690
Fernandópolis;354040
Fernandópolis;354920
Fernandópolis;354925
Fernandópolis;355530
Franco da Rocha;350900
Franco da Rocha;350920
Franco da Rocha;351630
Franco da Rocha;351640
Franco da Rocha;352850
Grande ABC;351380
Grande ABC;352940
Grande ABC;354330
Grande ABC;354410
Grande ABC;354780
Grande ABC;354870
Grande ABC;354880
Horizonte Verde;350560
Horizonte Verde;351460
Horizonte Verde;351860
Horizonte Verde;352430
Horizonte Verde;353130
Horizonte Verde;353950
Horizonte Verde;354020
Horizonte Verde;354090
Horizonte Verde;355170
Itapetininga;350075
Itapetininga;350220
Itapetininga;350945
Itapetininga;351150
Itapetininga;351160
Itapetininga;351850
Itapetininga;352230
Itapetininga;354165
Itapetininga;355020
Itapetininga;355110
Itapetininga;355400
Itapeva;350270
Itapeva;350535
Itapeva;350715
Itapeva;350800
Itapeva;351020
Itapeva;351760
Itapeva;352170
Itapeva;352215
Itapeva;352240
Itapeva;352265
Itapeva;352320
Itapeva;353282
Itapeva;354280
Itapeva;354300
Itapeva;354325
Itapeva;354350
Itapeva;355385
Jales;350260
Jales;350395
Jales;351385
Jales;351420
Jales;352480
Jales;352910
Jales;352965
Jales;353520
Jales;353590
Jales;354025
Jales;354570
Jales;354720
Jales;354765
Jales;354900
Jales;355580
Jales;355695
Jaú;350520
Jaú;350530
Jaú;350680
Jaú;350730
Jaú;350790
Jaú;351410
Jaú;352000
Jaú;352200
Jaú;352290
Jaú;352530
Jaú;352980
Jaú;355470
José Bonifácio;350020
José Bonifácio;352450
José Bonifácio;352570
José Bonifácio;352950
José Bonifácio;353140
José Bonifácio;353270
José Bonifácio;353960
José Bonifácio;353990
José Bonifácio;355535
José Bonifácio;355570
José Bonifácio;355715
Jundiaí;350840
Jundiaí;350960
Jundiaí;352340
Jundiaí;352400
Jundiaí;352520
Jundiaí;352590
Jundiaí;352730
Jundiaí;353200
Jundiaí;355650
Lagos do DRS II;350210
Lagos do DRS II;351100
Lagos do DRS II;351780
Lagos do DRS II;352044
Lagos do DRS II;352300
Lagos do DRS II;352650
Lagos do DRS II;353010
Lagos do DRS II;353210
Lagos do DRS II;353320
Lagos do DRS II;353740
Lagos do DRS II;355230
Lagos do DRS II;355255
Limeira;351240
Limeira;351515
Limeira;352140
Limeira;352690
Lins;350880
Lins;351700
Lins;351720
Lins;352710
Lins;354010
Lins;354160
Lins;354460
Lins;355590
Litoral Norte;351050
Litoral Norte;352040
Litoral Norte;355070
Litoral Norte;355540
Mananciais;351300
Mananciais;351500
Mananciais;351510
Mananciais;352220
Mananciais;352620
Mananciais;354995
Mananciais;355280
Mananciais;355645
